"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation time (h)","Manure source","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Emission factor (% of applied TAN)"
"0138-1990",1990,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",10.4,3.12,12.2
"0138-2000",2000,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",11,2.98,12.5
"0138-2010",2010,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",11.1,3.07,12.9
"0139-1980",1980,"Winter-spring","Broadcast","None",0,"None","Cattle","Barn acidified",10,3.13,18.1
"0139-1990",1990,"Winter-spring","Broadcast","None",0,"None","Cattle","Barn acidified",10.4,3.12,18.4
"0139-2000",2000,"Winter-spring","Broadcast","None",0,"None","Cattle","Barn acidified",11,2.98,18.6
"0139-2010",2010,"Winter-spring","Broadcast","None",0,"None","Cattle","Barn acidified",11.1,3.07,19
"0140-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Barn acidified",12.2,2.96,21.4
"0140-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Barn acidified",12.8,2.96,22.1
"0140-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Barn acidified",13.4,2.8,21.8
"0140-2010",2010,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Barn acidified",13.4,2.96,22.3
"0141-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Barn acidified",14.3,2.97,25.2
"0141-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Barn acidified",15.2,2.77,25.8
"0141-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Barn acidified",15.8,2.7,25.2
"0141-2010",2010,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Barn acidified",15.7,2.8,25.5
"0142-1980",1980,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Barn acidified",14.3,2.97,18.9
"0142-1990",1990,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Barn acidified",15.2,2.77,19.7
"0142-2000",2000,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Barn acidified",15.8,2.7,19.4
"0142-2010",2010,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Barn acidified",15.7,2.8,19.7
"0143-1980",1980,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",14.3,2.97,18.9
"0143-1990",1990,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",15.2,2.77,19.7
"0143-2000",2000,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",15.8,2.7,19.4
"0143-2010",2010,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Barn acidified",15.7,2.8,19.7
"0144-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Barn acidified",14.3,2.97,25.2
"0144-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Barn acidified",15.2,2.77,25.8
"0144-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Barn acidified",15.8,2.7,25.2
"0144-2010",2010,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Barn acidified",15.7,2.8,25.5
"0145-1980",1980,"March","Trailing hose","None",0,"24.0","Pig","Barn acidified",2.4,3.8,2.83
"0145-1990",1990,"March","Trailing hose","None",0,"24.0","Pig","Barn acidified",3.5,3.9,2.98
"0145-2000",2000,"March","Trailing hose","None",0,"24.0","Pig","Barn acidified",3.1,3.5,2.89
"0145-2010",2010,"March","Trailing hose","None",0,"24.0","Pig","Barn acidified",4,3.5,3
"0146-1980",1980,"March","Trailing hose","None",0,"12.0","Pig","Barn acidified",2.4,3.8,2.39
"0146-1990",1990,"March","Trailing hose","None",0,"12.0","Pig","Barn acidified",3.5,3.9,2.53
"0146-2000",2000,"March","Trailing hose","None",0,"12.0","Pig","Barn acidified",3.1,3.5,2.44
"0146-2010",2010,"March","Trailing hose","None",0,"12.0","Pig","Barn acidified",4,3.5,2.54
"0147-1980",1980,"March","Trailing hose","None",0,"6.0","Pig","Barn acidified",2.4,3.8,2.14
"0147-1990",1990,"March","Trailing hose","None",0,"6.0","Pig","Barn acidified",3.5,3.9,2.26
"0147-2000",2000,"March","Trailing hose","None",0,"6.0","Pig","Barn acidified",3.1,3.5,2.19
"0147-2010",2010,"March","Trailing hose","None",0,"6.0","Pig","Barn acidified",4,3.5,2.27
"0148-1980",1980,"March","Trailing hose","None",0,"4.0","Pig","Barn acidified",2.4,3.8,2.06
"0148-1990",1990,"March","Trailing hose","None",0,"4.0","Pig","Barn acidified",3.5,3.9,2.16
"0148-2000",2000,"March","Trailing hose","None",0,"4.0","Pig","Barn acidified",3.1,3.5,2.1
"0148-2010",2010,"March","Trailing hose","None",0,"4.0","Pig","Barn acidified",4,3.5,2.17
"0149-1980",1980,"April","Trailing hose","None",0,"24.0","Pig","Barn acidified",5.9,3.3,3.21
"0149-1990",1990,"April","Trailing hose","None",0,"24.0","Pig","Barn acidified",6.7,3.5,3.4
"0149-2000",2000,"April","Trailing hose","None",0,"24.0","Pig","Barn acidified",7.6,3,3.46
"0149-2010",2010,"April","Trailing hose","None",0,"24.0","Pig","Barn acidified",7.6,3.4,3.56
"0150-1980",1980,"April","Trailing hose","None",0,"12.0","Pig","Barn acidified",5.9,3.3,2.71
"0150-1990",1990,"April","Trailing hose","None",0,"12.0","Pig","Barn acidified",6.7,3.5,2.88
"0150-2000",2000,"April","Trailing hose","None",0,"12.0","Pig","Barn acidified",7.6,3,2.93
"0150-2010",2010,"April","Trailing hose","None",0,"12.0","Pig","Barn acidified",7.6,3.4,3.01
"0151-1980",1980,"April","Trailing hose","None",0,"6.0","Pig","Barn acidified",5.9,3.3,2.42
"0151-1990",1990,"April","Trailing hose","None",0,"6.0","Pig","Barn acidified",6.7,3.5,2.55
"0151-2000",2000,"April","Trailing hose","None",0,"6.0","Pig","Barn acidified",7.6,3,2.6
"0151-2010",2010,"April","Trailing hose","None",0,"6.0","Pig","Barn acidified",7.6,3.4,2.66
"0152-1980",1980,"April","Trailing hose","None",0,"4.0","Pig","Barn acidified",5.9,3.3,2.31
"0152-1990",1990,"April","Trailing hose","None",0,"4.0","Pig","Barn acidified",6.7,3.5,2.43
"0152-2000",2000,"April","Trailing hose","None",0,"4.0","Pig","Barn acidified",7.6,3,2.47
"0152-2010",2010,"April","Trailing hose","None",0,"4.0","Pig","Barn acidified",7.6,3.4,2.53
"0153-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Pig","Barn acidified",2.4,3.8,6.62
"0153-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Pig","Barn acidified",3.5,3.9,6.83
"0153-2000",2000,"March","Trailing hose","Winter cereal",15,"None","Pig","Barn acidified",3.1,3.5,6.72
"0153-2010",2010,"March","Trailing hose","Winter cereal",15,"None","Pig","Barn acidified",4,3.5,6.89
"0154-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Pig","Barn acidified",5.9,3.3,7.14
"0154-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Pig","Barn acidified",6.7,3.5,7.33
"0154-2000",2000,"April","Trailing hose","Winter cereal",25,"None","Pig","Barn acidified",7.6,3,7.46
"0154-2010",2010,"April","Trailing hose","Winter cereal",25,"None","Pig","Barn acidified",7.6,3.4,7.52
"0155-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Pig","Barn acidified",11.1,3.2,8.49
"0155-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Pig","Barn acidified",10.8,3,8.4
"0155-2000",2000,"May","Trailing hose","Spring cereal",15,"None","Pig","Barn acidified",11.6,2.9,8.64
"0155-2010",2010,"May","Trailing hose","Spring cereal",15,"None","Pig","Barn acidified",11.5,3.1,8.67
"0156-1980",1980,"Summer","Trailing hose","Grass",10,"None","Pig","Barn acidified",14.7,2.77,10
"0156-1990",1990,"Summer","Trailing hose","Grass",10,"None","Pig","Barn acidified",15.5,2.77,10.6
"0156-2000",2000,"Summer","Trailing hose","Grass",10,"None","Pig","Barn acidified",16,2.7,10.9
"0156-2010",2010,"Summer","Trailing hose","Grass",10,"None","Pig","Barn acidified",16,2.77,10.9
"0157-1980",1980,"Summer","Trailing hose","None",0,"24.0","Pig","Barn acidified",14.7,2.77,5.12
"0157-1990",1990,"Summer","Trailing hose","None",0,"24.0","Pig","Barn acidified",15.5,2.77,5.59
"0157-2000",2000,"Summer","Trailing hose","None",0,"24.0","Pig","Barn acidified",16,2.7,5.82
"0157-2010",2010,"Summer","Trailing hose","None",0,"24.0","Pig","Barn acidified",16,2.77,5.85
"0158-1980",1980,"Summer","Trailing hose","None",0,"12.0","Pig","Barn acidified",14.7,2.77,4.38
"0158-1990",1990,"Summer","Trailing hose","None",0,"12.0","Pig","Barn acidified",15.5,2.77,4.79
"0158-2000",2000,"Summer","Trailing hose","None",0,"12.0","Pig","Barn acidified",16,2.7,4.99
"0158-2010",2010,"Summer","Trailing hose","None",0,"12.0","Pig","Barn acidified",16,2.77,5.01
"0159-1980",1980,"Summer","Trailing hose","None",0,"6.0","Pig","Barn acidified",14.7,2.77,3.79
"0159-1990",1990,"Summer","Trailing hose","None",0,"6.0","Pig","Barn acidified",15.5,2.77,4.13
"0159-2000",2000,"Summer","Trailing hose","None",0,"6.0","Pig","Barn acidified",16,2.7,4.29
"0159-2010",2010,"Summer","Trailing hose","None",0,"6.0","Pig","Barn acidified",16,2.77,4.31
"0160-1980",1980,"Summer","Trailing hose","None",0,"4.0","Pig","Barn acidified",14.7,2.77,3.54
"0160-1990",1990,"Summer","Trailing hose","None",0,"4.0","Pig","Barn acidified",15.5,2.77,3.83
"0160-2000",2000,"Summer","Trailing hose","None",0,"4.0","Pig","Barn acidified",16,2.7,3.98
"0160-2010",2010,"Summer","Trailing hose","None",0,"4.0","Pig","Barn acidified",16,2.77,3.99
"0161-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Pig","Barn acidified",12.7,3,9.35
"0161-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Pig","Barn acidified",12.8,2.9,9.45
"0161-2000",2000,"Autumn","Trailing hose","Grass",15,"None","Pig","Barn acidified",13.7,2.9,9.88
"0161-2010",2010,"Autumn","Trailing hose","Grass",15,"None","Pig","Barn acidified",13.7,3,9.93
"0162-1980",1980,"Autumn","Trailing hose","None",0,"24.0","Pig","Barn acidified",12.7,3,4.59
"0162-1990",1990,"Autumn","Trailing hose","None",0,"24.0","Pig","Barn acidified",12.8,2.9,4.68
"0162-2000",2000,"Autumn","Trailing hose","None",0,"24.0","Pig","Barn acidified",13.7,2.9,5.03
"0162-2010",2010,"Autumn","Trailing hose","None",0,"24.0","Pig","Barn acidified",13.7,3,5.08
"0163-1980",1980,"Autumn","Trailing hose","None",0,"12.0","Pig","Barn acidified",12.7,3,3.9
"0163-1990",1990,"Autumn","Trailing hose","None",0,"12.0","Pig","Barn acidified",12.8,2.9,3.98
"0163-2000",2000,"Autumn","Trailing hose","None",0,"12.0","Pig","Barn acidified",13.7,2.9,4.28
"0163-2010",2010,"Autumn","Trailing hose","None",0,"12.0","Pig","Barn acidified",13.7,3,4.33
"0164-1980",1980,"Autumn","Trailing hose","None",0,"6.0","Pig","Barn acidified",12.7,3,3.4
"0164-1990",1990,"Autumn","Trailing hose","None",0,"6.0","Pig","Barn acidified",12.8,2.9,3.46
"0164-2000",2000,"Autumn","Trailing hose","None",0,"6.0","Pig","Barn acidified",13.7,2.9,3.71
"0164-2010",2010,"Autumn","Trailing hose","None",0,"6.0","Pig","Barn acidified",13.7,3,3.74
"0165-1980",1980,"Autumn","Trailing hose","None",0,"4.0","Pig","Barn acidified",12.7,3,3.19
"0165-1990",1990,"Autumn","Trailing hose","None",0,"4.0","Pig","Barn acidified",12.8,2.9,3.24
"0165-2000",2000,"Autumn","Trailing hose","None",0,"4.0","Pig","Barn acidified",13.7,2.9,3.46
"0165-2010",2010,"Autumn","Trailing hose","None",0,"4.0","Pig","Barn acidified",13.7,3,3.49
"0166-1980",1980,"March","Trailing hose","None",0,"None","Pig","Barn acidified",2.4,3.8,6.73
"0166-1990",1990,"March","Trailing hose","None",0,"None","Pig","Barn acidified",3.5,3.9,6.97
"0166-2000",2000,"March","Trailing hose","None",0,"None","Pig","Barn acidified",3.1,3.5,6.84
"0166-2010",2010,"March","Trailing hose","None",0,"None","Pig","Barn acidified",4,3.5,7.03
"0167-1980",1980,"April","Trailing hose","None",0,"None","Pig","Barn acidified",5.9,3.3,7.39
"0167-1990",1990,"April","Trailing hose","None",0,"None","Pig","Barn acidified",6.7,3.5,7.65
"0167-2000",2000,"April","Trailing hose","None",0,"None","Pig","Barn acidified",7.6,3,7.79
"0167-2010",2010,"April","Trailing hose","None",0,"None","Pig","Barn acidified",7.6,3.4,7.89
"0168-1980",1980,"Summer","Trailing hose","None",0,"None","Pig","Barn acidified",14.7,2.77,10
"0168-1990",1990,"Summer","Trailing hose","None",0,"None","Pig","Barn acidified",15.5,2.77,10.6
"0168-2000",2000,"Summer","Trailing hose","None",0,"None","Pig","Barn acidified",16,2.7,10.9
"0168-2010",2010,"Summer","Trailing hose","None",0,"None","Pig","Barn acidified",16,2.77,10.9
"0169-1980",1980,"Autumn","Trailing hose","None",0,"None","Pig","Barn acidified",12.7,3,9.35
"0169-1990",1990,"Autumn","Trailing hose","None",0,"None","Pig","Barn acidified",12.8,2.9,9.45
"0169-2000",2000,"Autumn","Trailing hose","None",0,"None","Pig","Barn acidified",13.7,2.9,9.88
"0169-2010",2010,"Autumn","Trailing hose","None",0,"None","Pig","Barn acidified",13.7,3,9.93
"0170-1980",1980,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",10,3.13,6.22
"0170-1990",1990,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",10.4,3.12,6.78
"0170-2000",2000,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",11,2.98,7.21
"0170-2010",2010,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",11.1,3.07,7.32
"0171-1980",1980,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",10,3.13,6.22
"0171-1990",1990,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",10.4,3.12,6.78
"0171-2000",2000,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",11,2.98,7.21
"0171-2010",2010,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",11.1,3.07,7.32
"0172-1980",1980,"Winter-spring","Broadcast","None",0,"None","Pig","Barn acidified",10,3.13,11.3
"0172-1990",1990,"Winter-spring","Broadcast","None",0,"None","Pig","Barn acidified",10.4,3.12,11.9
"0172-2000",2000,"Winter-spring","Broadcast","None",0,"None","Pig","Barn acidified",11,2.98,12.4
"0172-2010",2010,"Winter-spring","Broadcast","None",0,"None","Pig","Barn acidified",11.1,3.07,12.5
"0173-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Barn acidified",12.2,2.96,12.2
"0173-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Barn acidified",12.8,2.96,13.2
"0173-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Barn acidified",13.4,2.8,13.7
"0173-2010",2010,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Barn acidified",13.4,2.96,13.7
"0174-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Barn acidified",14.3,2.97,13.2
"0174-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Barn acidified",15.2,2.77,14.3
"0174-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Barn acidified",15.8,2.7,14.8
"0174-2010",2010,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Barn acidified",15.7,2.8,14.8
"0175-1980",1980,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",14.3,2.97,7.94
"0175-1990",1990,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",15.2,2.77,8.98
"0175-2000",2000,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",15.8,2.7,9.54
"0175-2010",2010,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Barn acidified",15.7,2.8,9.55
"0176-1980",1980,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",14.3,2.97,7.94
"0176-1990",1990,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",15.2,2.77,8.98
"0176-2000",2000,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",15.8,2.7,9.54
"0176-2010",2010,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Barn acidified",15.7,2.8,9.55
"0177-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Pig","Barn acidified",14.3,2.97,13.2
"0177-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Pig","Barn acidified",15.2,2.77,14.3
"0177-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Pig","Barn acidified",15.8,2.7,14.8
"0177-2010",2010,"Late summer-autumn","Broadcast","None",0,"None","Pig","Barn acidified",15.7,2.8,14.8
"0178-1980",1980,"March","Trailing hose","None",0,"24.0","Cattle","Field acidified",2.4,3.8,4.12
"0178-1990",1990,"March","Trailing hose","None",0,"24.0","Cattle","Field acidified",3.5,3.9,4.49
"0178-2000",2000,"March","Trailing hose","None",0,"24.0","Cattle","Field acidified",3.1,3.5,4.25
"0178-2010",2010,"March","Trailing hose","None",0,"24.0","Cattle","Field acidified",4,3.5,4.5
"0179-1980",1980,"March","Trailing hose","None",0,"12.0","Cattle","Field acidified",2.4,3.8,3.5
"0179-1990",1990,"March","Trailing hose","None",0,"12.0","Cattle","Field acidified",3.5,3.9,3.81
"0179-2000",2000,"March","Trailing hose","None",0,"12.0","Cattle","Field acidified",3.1,3.5,3.6
"0179-2010",2010,"March","Trailing hose","None",0,"12.0","Cattle","Field acidified",4,3.5,3.81
"0180-1980",1980,"March","Trailing hose","None",0,"6.0","Cattle","Field acidified",2.4,3.8,3.12
"0180-1990",1990,"March","Trailing hose","None",0,"6.0","Cattle","Field acidified",3.5,3.9,3.37
"0180-2000",2000,"March","Trailing hose","None",0,"6.0","Cattle","Field acidified",3.1,3.5,3.2
"0180-2010",2010,"March","Trailing hose","None",0,"6.0","Cattle","Field acidified",4,3.5,3.37
"0181-1980",1980,"March","Trailing hose","None",0,"4.0","Cattle","Field acidified",2.4,3.8,2.97
"0181-1990",1990,"March","Trailing hose","None",0,"4.0","Cattle","Field acidified",3.5,3.9,3.19
"0181-2000",2000,"March","Trailing hose","None",0,"4.0","Cattle","Field acidified",3.1,3.5,3.04
"0181-2010",2010,"March","Trailing hose","None",0,"4.0","Cattle","Field acidified",4,3.5,3.2
"0182-1980",1980,"April","Trailing hose","None",0,"24.0","Cattle","Field acidified",5.9,3.3,5
"0182-1990",1990,"April","Trailing hose","None",0,"24.0","Cattle","Field acidified",6.7,3.5,5.47
"0182-2000",2000,"April","Trailing hose","None",0,"24.0","Cattle","Field acidified",7.6,3,5.56
"0182-2010",2010,"April","Trailing hose","None",0,"24.0","Cattle","Field acidified",7.6,3.4,5.84
"0183-1980",1980,"April","Trailing hose","None",0,"12.0","Cattle","Field acidified",5.9,3.3,4.23
"0183-1990",1990,"April","Trailing hose","None",0,"12.0","Cattle","Field acidified",6.7,3.5,4.63
"0183-2000",2000,"April","Trailing hose","None",0,"12.0","Cattle","Field acidified",7.6,3,4.7
"0183-2010",2010,"April","Trailing hose","None",0,"12.0","Cattle","Field acidified",7.6,3.4,4.94
"0184-1980",1980,"April","Trailing hose","None",0,"6.0","Cattle","Field acidified",5.9,3.3,3.72
"0184-1990",1990,"April","Trailing hose","None",0,"6.0","Cattle","Field acidified",6.7,3.5,4.04
"0184-2000",2000,"April","Trailing hose","None",0,"6.0","Cattle","Field acidified",7.6,3,4.1
"0184-2010",2010,"April","Trailing hose","None",0,"6.0","Cattle","Field acidified",7.6,3.4,4.29
"0185-1980",1980,"April","Trailing hose","None",0,"4.0","Cattle","Field acidified",5.9,3.3,3.51
"0185-1990",1990,"April","Trailing hose","None",0,"4.0","Cattle","Field acidified",6.7,3.5,3.79
"0185-2000",2000,"April","Trailing hose","None",0,"4.0","Cattle","Field acidified",7.6,3,3.85
"0185-2010",2010,"April","Trailing hose","None",0,"4.0","Cattle","Field acidified",7.6,3.4,4.01
"0186-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Cattle","Field acidified",2.4,3.8,8.86
"0186-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Cattle","Field acidified",3.5,3.9,9.26
"0186-2000",2000,"March","Trailing hose","Winter cereal",15,"None","Cattle","Field acidified",3.1,3.5,9.05
"0186-2010",2010,"March","Trailing hose","Winter cereal",15,"None","Cattle","Field acidified",4,3.5,9.33
"0187-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Cattle","Field acidified",5.9,3.3,9.63
"0187-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Cattle","Field acidified",6.7,3.5,10
"0187-2000",2000,"April","Trailing hose","Winter cereal",25,"None","Cattle","Field acidified",7.6,3,10.2
"0187-2010",2010,"April","Trailing hose","Winter cereal",25,"None","Cattle","Field acidified",7.6,3.4,10.4
"0188-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Cattle","Field acidified",11.1,3.2,12.6
"0188-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Cattle","Field acidified",10.8,3,12.2
"0188-2000",2000,"May","Trailing hose","Spring cereal",15,"None","Cattle","Field acidified",11.6,2.9,12.7
"0188-2010",2010,"May","Trailing hose","Spring cereal",15,"None","Cattle","Field acidified",11.5,3.1,12.8
"0189-1980",1980,"Summer","Trailing hose","Grass",10,"None","Cattle","Field acidified",14.7,2.77,16.9
"0189-1990",1990,"Summer","Trailing hose","Grass",10,"None","Cattle","Field acidified",15.5,2.77,17.9
"0189-2000",2000,"Summer","Trailing hose","Grass",10,"None","Cattle","Field acidified",16,2.7,18.2
"0189-2010",2010,"Summer","Trailing hose","Grass",10,"None","Cattle","Field acidified",16,2.77,18.3
"0190-1980",1980,"Summer","Trailing hose","None",0,"24.0","Cattle","Field acidified",14.7,2.77,10.6
"0190-1990",1990,"Summer","Trailing hose","None",0,"24.0","Cattle","Field acidified",15.5,2.77,11.5
"0190-2000",2000,"Summer","Trailing hose","None",0,"24.0","Cattle","Field acidified",16,2.7,11.8
"0190-2010",2010,"Summer","Trailing hose","None",0,"24.0","Cattle","Field acidified",16,2.77,11.9
"0191-1980",1980,"Summer","Trailing hose","None",0,"12.0","Cattle","Field acidified",14.7,2.77,9.01
"0191-1990",1990,"Summer","Trailing hose","None",0,"12.0","Cattle","Field acidified",15.5,2.77,9.88
"0191-2000",2000,"Summer","Trailing hose","None",0,"12.0","Cattle","Field acidified",16,2.7,10.1
"0191-2010",2010,"Summer","Trailing hose","None",0,"12.0","Cattle","Field acidified",16,2.77,10.3
"0192-1980",1980,"Summer","Trailing hose","None",0,"6.0","Cattle","Field acidified",14.7,2.77,7.57
"0192-1990",1990,"Summer","Trailing hose","None",0,"6.0","Cattle","Field acidified",15.5,2.77,8.27
"0192-2000",2000,"Summer","Trailing hose","None",0,"6.0","Cattle","Field acidified",16,2.7,8.5
"0192-2010",2010,"Summer","Trailing hose","None",0,"6.0","Cattle","Field acidified",16,2.77,8.59
"0193-1980",1980,"Summer","Trailing hose","None",0,"4.0","Cattle","Field acidified",14.7,2.77,6.91
"0193-1990",1990,"Summer","Trailing hose","None",0,"4.0","Cattle","Field acidified",15.5,2.77,7.52
"0193-2000",2000,"Summer","Trailing hose","None",0,"4.0","Cattle","Field acidified",16,2.7,7.71
"0193-2010",2010,"Summer","Trailing hose","None",0,"4.0","Cattle","Field acidified",16,2.77,7.79
"0194-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Cattle","Field acidified",12.7,3,15.1
"0194-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Cattle","Field acidified",12.8,2.9,15
"0194-2000",2000,"Autumn","Trailing hose","Grass",15,"None","Cattle","Field acidified",13.7,2.9,15.9
"0194-2010",2010,"Autumn","Trailing hose","Grass",15,"None","Cattle","Field acidified",13.7,3,16
"0195-1980",1980,"Autumn","Trailing hose","None",0,"24.0","Cattle","Field acidified",12.7,3,8.9
"0195-1990",1990,"Autumn","Trailing hose","None",0,"24.0","Cattle","Field acidified",12.8,2.9,8.85
"0195-2000",2000,"Autumn","Trailing hose","None",0,"24.0","Cattle","Field acidified",13.7,2.9,9.63
"0195-2010",2010,"Autumn","Trailing hose","None",0,"24.0","Cattle","Field acidified",13.7,3,9.81
"0196-1980",1980,"Autumn","Trailing hose","None",0,"12.0","Cattle","Field acidified",12.7,3,7.56
"0196-1990",1990,"Autumn","Trailing hose","None",0,"12.0","Cattle","Field acidified",12.8,2.9,7.51
"0196-2000",2000,"Autumn","Trailing hose","None",0,"12.0","Cattle","Field acidified",13.7,2.9,8.21
"0196-2010",2010,"Autumn","Trailing hose","None",0,"12.0","Cattle","Field acidified",13.7,3,8.37
"0197-1980",1980,"Autumn","Trailing hose","None",0,"6.0","Cattle","Field acidified",12.7,3,6.4
"0197-1990",1990,"Autumn","Trailing hose","None",0,"6.0","Cattle","Field acidified",12.8,2.9,6.36
"0197-2000",2000,"Autumn","Trailing hose","None",0,"6.0","Cattle","Field acidified",13.7,2.9,6.93
"0197-2010",2010,"Autumn","Trailing hose","None",0,"6.0","Cattle","Field acidified",13.7,3,7.06
"0198-1980",1980,"Autumn","Trailing hose","None",0,"4.0","Cattle","Field acidified",12.7,3,5.88
"0198-1990",1990,"Autumn","Trailing hose","None",0,"4.0","Cattle","Field acidified",12.8,2.9,5.85
"0198-2000",2000,"Autumn","Trailing hose","None",0,"4.0","Cattle","Field acidified",13.7,2.9,6.34
"0198-2010",2010,"Autumn","Trailing hose","None",0,"4.0","Cattle","Field acidified",13.7,3,6.45
"0199-1980",1980,"March","Trailing hose","None",0,"None","Cattle","Field acidified",2.4,3.8,9.2
"0199-1990",1990,"March","Trailing hose","None",0,"None","Cattle","Field acidified",3.5,3.9,9.69
"0199-2000",2000,"March","Trailing hose","None",0,"None","Cattle","Field acidified",3.1,3.5,9.4
"0199-2010",2010,"March","Trailing hose","None",0,"None","Cattle","Field acidified",4,3.5,9.74
"0200-1980",1980,"April","Trailing hose","None",0,"None","Cattle","Field acidified",5.9,3.3,10.4
"0200-1990",1990,"April","Trailing hose","None",0,"None","Cattle","Field acidified",6.7,3.5,11
"0200-2000",2000,"April","Trailing hose","None",0,"None","Cattle","Field acidified",7.6,3,11.2
"0200-2010",2010,"April","Trailing hose","None",0,"None","Cattle","Field acidified",7.6,3.4,11.5
"0201-1980",1980,"Summer","Trailing hose","None",0,"None","Cattle","Field acidified",14.7,2.77,16.9
"0201-1990",1990,"Summer","Trailing hose","None",0,"None","Cattle","Field acidified",15.5,2.77,17.9
"0201-2000",2000,"Summer","Trailing hose","None",0,"None","Cattle","Field acidified",16,2.7,18.2
"0201-2010",2010,"Summer","Trailing hose","None",0,"None","Cattle","Field acidified",16,2.77,18.3
"0202-1980",1980,"Autumn","Trailing hose","None",0,"None","Cattle","Field acidified",12.7,3,15.1
"0202-1990",1990,"Autumn","Trailing hose","None",0,"None","Cattle","Field acidified",12.8,2.9,15
"0202-2000",2000,"Autumn","Trailing hose","None",0,"None","Cattle","Field acidified",13.7,2.9,15.9
